Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[ug],Biomass_[mg_WetWeight_m-3]
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196771,Calanus pacificus,C5,1,0.125,148,0.0541,1875.2,0,443.91,0.0240
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,104470,Neocalanus cristatus,C5,5,0.03125,148,1.0811,6349.3,2.9,14024.15,15.1612
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,353708,Neocalanus flemingeri,C6 AF,16,0.0625,148,1.7297,3920.3,5.9,4250.14,7.3516
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,353708,Neocalanus flemingeri,C6 AM,1,0.0625,148,0.1081,3257,0,2320.86,0.2509
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196772,Neocalanus plumchrus,C4,1,0.03125,148,0.2162,2513.2,0,920.58,0.1990
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196772,Neocalanus plumchrus,C5,62,0.03125,148,13.4054,3796.1,4.7,3207.32,42.9954
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196775,Eucalanus bungii,C3,6,0.015625,148,2.5946,2502.3,4.9,367.92,0.9546
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196775,Eucalanus bungii,C4,25,0.015625,148,10.8108,3500.2,6.7,1053.89,11.3935
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196775,Eucalanus bungii,C5,10,0.015625,148,4.3243,4865.6,5.5,2923.82,12.6435
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196775,Eucalanus bungii,C6 AF,1,0.015625,148,0.4324,5941,0,5395.56,2.3332
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196775,Eucalanus bungii,C6 AM,1,0.125,148,0.0541,3853.8,0,1402.19,0.0758
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196779,Paraeuchaeta elongata,C4,2,0.25,148,0.0541,2571.7,1.8,1280.11,0.0692
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196779,Paraeuchaeta elongata,C5,1,0.25,148,0.0270,3593.8,0,3787.02,0.1024
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196779,Paraeuchaeta elongata,C6 AF,2,0.25,148,0.0541,4207.3,5.1,6343.46,0.3429
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196779,Paraeuchaeta elongata,C6 AM,1,0.25,148,0.0270,4075.6,0,5694.9,0.1539
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196783,Metridia okhotensis,C4,18,0.015625,148,7.7838,1365.1,6.5,256.88,1.9995
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196783,Metridia okhotensis,C5,36,0.015625,148,15.5676,1758,9.6,574.34,8.9411
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196783,Metridia okhotensis,C6 AF,1,0.125,148,0.0541,2573.4,0,1833.02,0.0991
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196784,Metridia pacifica,C4,1,0.015625,148,0.4324,992.8,0,86.08,0.0372
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196784,Metridia pacifica,C5,22,0.015625,148,9.5135,1285.6,10,196.4,1.8685
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196784,Metridia pacifica,C6 AF,8,0.015625,148,3.4595,1826,9.8,576.09,1.9929
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196784,Metridia pacifica,C6 AM,57,0.015625,148,24.6486,1233.2,5,169,4.1656
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196782,Heterorhabdus tanneri,C5,1,0.25,148,0.0270,1716.5,0,430.61,0.0116
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,196782,Heterorhabdus tanneri,C6 AM,1,0.25,148,0.0270,2375.6,0,1188.28,0.0321
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,104784,Racovitzanus antarcticus,C5,1,0.125,148,0.0541,1411.4,0,186.45,0.0101
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,349800,Candacia columbiae,C4,1,0.25,148,0.0270,1347.8,0,245.91,0.0066
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,349800,Candacia columbiae,C6 AF,2,0.25,148,0.0541,2694.6,12.2,1962.56,0.1061
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,105440,Parasagitta elegans,Mat. Stg. II,1,0.125,148,0.0541,11470,0,2325.21,0.1257
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,105440,Parasagitta elegans,Mat. Stg. III,8,0.125,148,0.4324,16510.9,13.7,7617.73,3.2942
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,105440,Parasagitta elegans,Mat. Stg. IV,22,0.125,148,1.1892,21527.8,11.8,17322.91,20.6002
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,105416,Eukrohnia hamata,Mat. Stg. II,61,0.125,148,3.2973,10027.6,22.2,1479.32,4.8778
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,105416,Eukrohnia hamata,Mat. Stg. III,6,0.125,148,0.3243,15601.8,7.9,6238.72,2.0234
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,105416,Eukrohnia hamata,Mat. Stg. IV,1,0.125,148,0.0541,18717.9,0,11860.56,0.6411
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,139178,Clione limacina, ,5,0.25,148,0.1351,4750.3,61.6,12239.74,1.6540
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,139178,Clione limacina, ,4,1,148,0.0270,11903,23.2,70044.19,1.8931
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,140223,Limacina helicina, ,13,0.25,148,0.3514,935,54.7,402.34,0.1414
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,101796,Hyperia, ,1,0.125,148,0.0541,9987.4,0,39394.54,2.1294
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,254453,Themisto pacifica, ,35,0.125,148,1.8919,4834.6,49.7,7251.97,13.7199
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,156452,Themisto libellula, ,2,0.25,148,0.0541,7675.2,43.1,14715.35,0.7954
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,428630,Cyphocaris challengeri, ,31,0.25,148,0.8378,3820.2,71.3,3872.7,3.2447
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,180759,Primno macropa, ,4,0.25,148,0.1081,3148,53.8,1800.92,0.1947
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,106777,Hippolytidae,Zoea,6,1,148,0.0405,4632.5,15.6,1437.74,0.0583
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,106738,Paguridae,Megalopa,1,1,148,0.0068,1578.1,0,1513.88,0.0102
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,127482,Halocyprididae, ,63,0.0625,148,6.8108,1462.8,16,0,0.0000
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,127482,Halocyprididae, ,3,0.125,148,0.1622,2364.7,2.3,0,0.0000
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,883,Polychaeta,Larvae,1,0.25,148,0.0270,5593.3,0,419.31,0.0113
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,131568,Tomopteris septentrionalis, ,1,1,148,0.0068,16846.9,0,30840.04,0.2084
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,1082,Cirripedia,Nauplius,1,0.125,148,0.0541,769.2,0,31.38,0.0017
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,1082,Cirripedia,Cypris,4,0.125,148,0.2162,1557.8,5.1,482.04,0.1042
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,101,Gastropoda,Echinospira,4,1,148,0.0270,1110.5,63.7,615.79,0.0166
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,135418,Dimophyes arctica,Anterior nectophore,3,0.25,148,0.0811,6323.4,3.9,0,0.0000
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,135418,Dimophyes arctica,Posterior nectophore,3,0.25,148,0.0811,3484.8,6.9,0,0.0000
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,135418,Dimophyes arctica,Eudoxid bract with gonophore,2,0.25,148,0.0541,3430.7,21.5,0,0.0000
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,1371,Siphonophorae,Bract,1,0.125,148,0.0541,2288.1,0,0,0.0000
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,10194,Actinopterygii,Egg,2,0.25,148,0.0541,780.1,19.8,298.25,0.0161
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,10194,Actinopterygii,Larvae,4,1,148,0.0270,22249.4,8.3,17959.11,0.4854
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,514245,Pasiphaea pacifica,Juvenile,11,1,148,0.0743,16292.4,86.8,129298.06,9.6100
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,16349,Narcomedusae, ,18,0.25,148,0.4865,4257.3,45.1,0,0.0000
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,16349,Narcomedusae, ,11,1,148,0.0743,7614.4,22.1,0,0.0000
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,1599,Corynidae, ,24,1,148,0.1622,6982.4,22.2,23524.95,3.8149
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,16350,Trachymedusae, ,1,1,148,0.0068,4102.1,0,0,0.0000
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,226869,Neomysis rayii, ,1,1,148,0.0068,3519.7,0,0,0.0000
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,1,200,100,1131,Isopoda, ,1,0.25,148,0.0270,664.1,0,0,0.0000
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,104115,Bradyidius,C6 AF,1,0.25,116.5,0.0343,2007.7,0,838.1,0.0288
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,346179,Bradyidius saanichi,C6 AM,1,0.125,116.5,0.0687,1594.4,0,405.22,0.0278
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196770,Calanus marshallae,C4,1,0.0078125,116.5,1.0987,1943.1,0,484.56,0.5324
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196770,Calanus marshallae,C5,51,0.0078125,116.5,56.0343,2677,4.6,1333.17,74.7034
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196770,Calanus marshallae,C6 AF,2,0.0078125,116.5,2.1974,2996.1,5,1892.98,4.1597
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196770,Calanus marshallae,C6 AM,1,0.0078125,116.5,1.0987,2885.5,0,1675.35,1.8407
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,104470,Neocalanus cristatus,C4,1,0.25,116.5,0.0343,4350.8,0,4650.84,0.1597
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,353708,Neocalanus flemingeri,C6 AF,1,1,116.5,0.0086,4142.2,0,5011.84,0.0430
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196772,Neocalanus plumchrus,C5,4,0.125,116.5,0.2747,3939.7,4.5,3579.16,0.9831
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,104165,Pseudocalanus,C6 AF,1,0.015625,116.5,0.5494,964.6,0,56.03,0.0308
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196775,Eucalanus bungii,C3,14,0.015625,116.5,7.6910,2621,6.4,427.42,3.2873
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196775,Eucalanus bungii,C4,55,0.015625,116.5,30.2146,3548,6.3,1098.14,33.1799
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196775,Eucalanus bungii,C5,7,0.015625,116.5,3.8455,4707.7,5.1,2633.63,10.1276
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196775,Eucalanus bungii,C6 AF,1,0.25,116.5,0.0343,6517.2,0,7197.87,0.2471
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196779,Paraeuchaeta elongata,C6 AF,4,1,116.5,0.0343,4734.2,5.1,9323.38,0.3201
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196779,Paraeuchaeta elongata,C4,1,0.25,116.5,0.0343,2639.5,0,1392.09,0.0478
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196779,Paraeuchaeta elongata,C5,9,0.25,116.5,0.3090,3763.4,4.2,4423.16,1.3668
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196783,Metridia okhotensis,C4,47,0.00390625,116.5,103.2790,1383.1,4.4,265.78,27.4498
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196783,Metridia okhotensis,C5,32,0.00390625,116.5,70.3176,1842.1,4.8,650.74,45.7587
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196784,Metridia pacifica,C5,5,0.00390625,116.5,10.9871,1298,6.6,198.55,2.1815
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196784,Metridia pacifica,C6 AF,24,0.00390625,116.5,52.7382,1881.1,7.9,626.45,33.0376
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,196784,Metridia pacifica,C6 AM,1,0.00390625,116.5,2.1974,1362.6,0,227.93,0.5009
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,157737,Oithona spinirostris,C6 AF,3,0.015625,116.5,1.6481,789.2,9.1,71.34,0.1176
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,104811,Scolecithricella minor,C6 AF,2,0.015625,116.5,1.0987,1240.5,0.6,191.23,0.2101
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,349800,Candacia columbiae,C6 AF,4,0.5,116.5,0.0687,3248.3,3.8,3355.73,0.2304
SKQ202010,Multinet,0.5,Oblique,500,2020-07-02T18:59:05-0800,2020-07-02T19:28:05-0800,-149.4678,59.8476,273.85,GAK01,2,100,60,349800,Candacia columbiae,C6 AM,5,0.5,116.5,0.0858,2997.8,4.9,2650.71,0.2275
